visitorid,ses_rec,ses_rec_avg,ses_rec_sd,ses_rec_cv,user_rec,ses_n,int_n,int_n_r,tran_n,tran_n_r,rev_sum,rev_sum_r,target_class
94899,27,7,0,0,34,2,2,1,0,0,0,0,1
94909,13,2,0,0,16,2,2,1,0,0,0,0,1
95066,29,24,19,0.7916667,79,3,4,1.3333334,0,0,0,0,1
95117,26,6,0,0,33,2,5,2.5,0,0,0,0,1
95194,11,1,0,0,12,2,3,1.5,0,0,0,0,1
95507,18,5,0,0,23,2,2,1,0,0,0,0,1
95639,3,8.833333,8.933395,1.0113277,58,7,7,1,0,0,0,0,1
95830,28,1,1,1,31,3,6,2,0,0,0,0,1
96069,14,0,0,-1,14,2,2,1,0,0,0,0,1
96072,24,53,0,0,78,2,2,1,0,0,0,0,1
96152,21,1,0,0,23,2,2,1,0,0,0,0,1
96366,31,7.5,7.5,1,47,3,3,1,0,0,0,0,1
96505,30,0,0,-1,31,2,2,1,0,0,0,0,1
96617,7,16,0,0,24,2,2,1,0,0,0,0,1
96646,27,57,0,0,84,2,2,1,0,0,0,0,1
97055,9,0.5,0.5,1,10,3,4,1.3333334,0,0,0,0,1
97742,17,0.33333334,0.47140452,1.4142135,19,4,9,2.25,0,0,0,0,1
98280,7,13.666667,14.383633,1.0524609,49,4,6,1.5,0,0,0,0,1
98312,19,9,0,0,28,2,2,1,0,0,0,0,1
98555,5,92,0,0,97,2,2,1,0,0,0,0,1
98686,6,77,0,0,84,2,3,1.5,0,0,0,0,1
98696,24,5,5,1,35,3,5,1.6666666,0,0,0,0,1
99319,19,5.4166665,5.5596514,1.0263971,88,13,16,1.2307693,0,0,0,0,1
99332,9,3,0,0,12,2,3,1.5,0,0,0,0,1
99336,13,0,0,-1,13,2,2,1,0,0,0,0,1
100082,7,2.5,2.5,1,12,3,6,2,0,0,0,0,1
100311,27,3,0,0,31,2,3,1.5,0,0,0,0,1
100373,23,34,34,1,92,3,6,2,0,0,0,0,1
100405,25,0.6666667,0.94280905,1.4142135,28,4,5,1.25,0,0,0,0,1
100524,17,9,0,0,27,2,2,1,0,0,0,0,0
100527,22,59,0,0,81,2,4,2,0,0,0,0,1
100551,22,0,0,-1,23,3,3,1,0,0,0,0,1
100894,3,19,19,1,42,3,10,3.3333333,1,0.33333334,34200,11400,1
101084,3,0,0,-1,3,4,6,1.5,0,0,0,0,1
101155,27,32,0,0,59,2,2,1,0,0,0,0,1
101175,0,1.4102564,2.1329882,1.5124825,67,40,189,4.725,24,0.6,1980480,49512,1
101229,28,0,0,-1,28,2,2,1,0,0,0,0,1
101303,29,4,0,0,34,2,2,1,0,0,0,0,1
101453,29,32,0,0,61,2,2,1,0,0,0,0,1
101642,19,0,0,-1,19,2,2,1,0,0,0,0,1
101715,0,0,0,-1,0,2,15,7.5,0,0,0,0,1
101731,0,98,0,0,98,2,2,1,0,0,0,0,1
101837,20,3,1,0.33333334,27,3,3,1,0,0,0,0,1
101951,2,2.857143,3.0438964,1.0653638,26,8,29,3.625,0,0,0,0,0
102661,0,5.133333,8.155707,1.5887741,82,16,21,1.3125,0,0,0,0,0
102688,14,39,0,0,54,2,2,1,0,0,0,0,1
102773,11,39,0,0,50,2,2,1,0,0,0,0,1
102838,25,3.5714285,3.1558175,0.8836289,54,8,8,1,0,0,0,0,1
102925,5,54,0,0,59,2,2,1,0,0,0,0,1
103142,28,55,0,0,83,2,3,1.5,0,0,0,0,1
103401,22,6.5,4.5,0.6923077,50,5,5,1,0,0,0,0,1
103637,0,4,8.99206,2.248015,31,8,68,8.5,5,0.625,162804,20350.5,1
103685,19,6,0,0,25,2,3,1.5,0,0,0,0,1
103772,20,10,12.027745,1.2027745,52,4,4,1,0,0,0,0,1
103819,29,0,0,-1,29,2,3,1.5,0,0,0,0,1
103950,21,9.5,7.5,0.7894737,40,3,3,1,0,0,0,0,1
103971,4,16,4,0.25,38,3,5,1.6666666,0,0,0,0,1
104051,5,33,0,0,38,2,4,2,0,0,0,0,0
104473,9,28.5,16.5,0.57894737,68,3,3,1,0,0,0,0,1
104504,18,0,0,-1,18,2,8,4,0,0,0,0,1
104509,21,70,0,0,92,2,2,1,0,0,0,0,1
104987,7,5,5,1,17,3,4,1.3333334,0,0,0,0,1
105003,25,0,0,-1,25,2,5,2.5,1,0.5,23640,11820,1
105270,2,0,0,-1,3,2,2,1,0,0,0,0,1
105650,24,10,0,0,35,2,5,2.5,0,0,0,0,1
106414,22,0,0,-1,22,3,3,1,0,0,0,0,1
106481,5,5.6666665,3.3993464,0.5998846,23,4,4,1,0,0,0,0,0
106644,19,9,0,0,28,2,3,1.5,0,0,0,0,1
106683,18,0,0,-1,18,2,3,1.5,0,0,0,0,1
107162,20,32,0,0,52,2,4,2,0,0,0,0,1
107241,1,0,0,-1,3,3,13,4.3333335,0,0,0,0,1
107411,0,0,0,-1,1,2,3,1.5,0,0,0,0,1
107469,5,28,0,0,34,2,2,1,0,0,0,0,0
107574,27,4.5,4.5,1,36,3,8,2.6666667,0,0,0,0,1
108144,6,7,0,0,13,2,4,2,0,0,0,0,1
108153,20,0,0,-1,20,2,2,1,0,0,0,0,1
108452,25,5.5,4.1533117,0.75514764,49,5,12,2.4,0,0,0,0,1
108534,21,0,0,-1,21,2,2,1,0,0,0,0,1
108922,21,1.5,1.5,1,25,3,6,2,0,0,0,0,1
108933,10,79,0,0,90,2,2,1,0,0,0,0,0
110033,3,2,0,0,6,2,2,1,0,0,0,0,1
110037,9,0,0,-1,10,2,8,4,0,0,0,0,1
110297,23,2,0,0,26,2,5,2.5,0,0,0,0,1
110412,2,3.25,3.4186985,1.0519073,16,5,14,2.8,2,0.4,31560,6312,1
111199,11,0,0,-1,11,3,4,1.3333334,0,0,0,0,1
111382,22,0,0,-1,22,3,5,1.6666666,1,0.33333334,18600,6200,1
111586,3,63,0,0,66,2,2,1,0,0,0,0,1
111910,23,14.6,16.119553,1.104079,98,6,8,1.3333334,0,0,0,0,1
112477,23,0,0,-1,23,2,3,1.5,0,0,0,0,1
112563,23,2,0,0,25,2,2,1,0,0,0,0,1
112631,0,16,16,1,33,3,8,2.6666667,0,0,0,0,0
112676,11,0,0,-1,11,2,2,1,0,0,0,0,1
112969,1,38,0,0,40,2,3,1.5,0,0,0,0,1
113303,21,0,0,-1,22,3,3,1,0,0,0,0,1
113548,6,1,0.8164966,0.8164966,10,4,4,1,0,0,0,0,1
113688,24,3.3846154,9.034451,2.6692696,72,14,42,3,0,0,0,0,0
113771,2,3,2,0.6666667,9,3,4,1.3333334,0,0,0,0,0
113876,17,1,0,0,19,2,2,1,0,0,0,0,1
114340,14,0,0,-1,14,2,2,1,0,0,0,0,1
114441,4,8.333333,11.426091,1.371131,55,7,7,1,0,0,0,0,1
114603,10,42,0,0,53,2,3,1.5,0,0,0,0,1
114768,20,6,0,0,27,2,4,2,0,0,0,0,1
114887,28,0,0,-1,28,2,4,2,0,0,0,0,1
114901,8,0.25,0.4330127,1.7320508,10,5,15,3,0,0,0,0,1
114927,0,1.5,1.5,1,3,3,7,2.3333333,0,0,0,0,1
115023,16,0,0,-1,16,2,2,1,0,0,0,0,1
115251,10,36,7,0.19444445,84,3,5,1.6666666,0,0,0,0,1
115706,0,0,0,-1,1,2,2,1,0,0,0,0,1
116095,28,1.5,1.6583124,1.1055416,36,5,18,3.6,2,0.4,58680,11736,1
116261,11,0,0,-1,11,2,2,1,0,0,0,0,1
116340,18,3,0,0,22,2,5,2.5,0,0,0,0,1
116651,28,24,0,0,52,2,2,1,0,0,0,0,1
116782,23,0,0,-1,24,2,3,1.5,0,0,0,0,1
116965,7,0,0,-1,7,2,4,2,0,0,0,0,1
117131,28,0,0,-1,28,2,2,1,0,0,0,0,1
117179,22,0,0,-1,22,2,3,1.5,0,0,0,0,1
117387,0,22,20.3142,0.9233727,67,4,4,1,0,0,0,0,1
117480,18,0,0,-1,18,2,4,2,0,0,0,0,1
118864,3,0.6666667,0.47140452,0.70710677,7,4,8,2,0,0,0,0,1
118935,26,15,0,0,41,2,3,1.5,0,0,0,0,1
119072,21,25,13,0.52,71,3,4,1.3333334,0,0,0,0,1
119292,7,4,0,0,11,2,6,3,0,0,0,0,1
119461,15,0,0,-1,16,2,3,1.5,0,0,0,0,0
119624,26,0,0,-1,27,2,2,1,0,0,0,0,1
119637,13,41,0,0,54,2,2,1,0,0,0,0,1
119903,5,0,0,-1,5,2,2,1,0,0,0,0,1
120187,14,4,0,0,19,2,3,1.5,0,0,0,0,1
120246,6,0.5,0.5,1,7,3,3,1,0,0,0,0,1
120328,21,21,0,0,43,2,2,1,0,0,0,0,1
120601,28,40,0,0,69,2,5,2.5,1,0.5,275880,137940,1
120833,1,0,0,-1,1,3,3,1,0,0,0,0,1
120872,1,0,0,-1,1,2,2,1,0,0,0,0,1
120885,1,0.6666667,0.47140452,0.70710677,3,4,4,1,0,0,0,0,0
121304,3,5,5,1,13,3,3,1,0,0,0,0,1
121340,0,2,0,0,3,2,3,1.5,0,0,0,0,1
121534,22,0,0,-1,23,2,4,2,0,0,0,0,1
121708,5,0,0,-1,5,2,2,1,0,0,0,0,1
121975,4,4.375,5.655473,1.2926795,80,17,29,1.7058823,0,0,0,0,0
122078,27,12,0,0,39,2,2,1,0,0,0,0,1
122112,26,59,0,0,85,2,3,1.5,0,0,0,0,1
122279,25,4,0,0,30,2,2,1,0,0,0,0,1
122805,22,0,0,-1,22,2,2,1,0,0,0,0,1
122948,10,3,0,0,14,2,3,1.5,0,0,0,0,1
123005,29,21.666666,10.077477,0.46511436,96,4,5,1.25,0,0,0,0,1
123237,2,8,0,0,10,2,2,1,0,0,0,0,1
123293,7,24.666666,34.883934,1.4142135,82,4,5,1.25,0,0,0,0,1
123298,3,0,0,-1,4,3,5,1.6666666,0,0,0,0,1
123736,22,1,0,0,24,2,3,1.5,0,0,0,0,1
124040,22,1,0,0,23,2,5,2.5,0,0,0,0,1
124207,22,0,0,-1,22,2,2,1,0,0,0,0,1
124297,22,2,1.6329932,0.8164966,29,4,7,1.75,0,0,0,0,1
124445,10,4,0,0,14,2,2,1,0,0,0,0,1
124635,22,0,0,-1,22,2,11,5.5,0,0,0,0,1
124912,19,14,19.79899,1.4142135,62,4,5,1.25,0,0,0,0,1
125377,26,5.6666665,4.4969125,0.7935728,44,4,4,1,0,0,0,0,1
125881,30,0,0,-1,30,2,6,3,0,0,0,0,1
126033,26,0,0,-1,27,3,11,3.6666667,0,0,0,0,1
126242,31,4.3333335,6.1282587,1.4142135,44,4,6,1.5,0,0,0,0,1
126307,14,0,0,-1,14,2,2,1,0,0,0,0,1
126335,27,50,0,0,78,2,2,1,0,0,0,0,1
126517,31,64,0,0,95,2,2,1,0,0,0,0,1
126611,21,48,0,0,70,2,6,3,0,0,0,0,0
126690,15,0,0,-1,16,5,11,2.2,0,0,0,0,1
126691,16,8,0,0,25,2,3,1.5,0,0,0,0,1
127452,9,4,0,0,13,2,8,4,2,1,323160,161580,1
128009,4,0,0,-1,4,2,2,1,0,0,0,0,1
128072,1,5,0,0,7,2,2,1,0,0,0,0,1
128491,14,0.5,0.5,1,16,3,9,3,1,0.33333334,71640,23880,1
128939,25,0,0,-1,25,2,3,1.5,0,0,0,0,1
129488,19,1,0,0,20,2,4,2,0,0,0,0,1
129611,3,0,0,-1,4,5,12,2.4,0,0,0,0,0
130036,27,0,0,-1,27,2,2,1,0,0,0,0,1
130123,23,0,0,-1,23,3,4,1.3333334,0,0,0,0,1
130140,22,20,0,0,43,2,2,1,0,0,0,0,1
130230,18,1.5,1.5,1,21,3,3,1,0,0,0,0,1
130237,21,1.2,1.6,1.3333334,29,6,11,1.8333334,0,0,0,0,1
130281,22,1,0,0,23,2,5,2.5,0,0,0,0,1
130663,10,0,0,-1,10,2,2,1,0,0,0,0,1
130703,26,0,0,-1,26,2,7,3.5,0,0,0,0,1
131188,29,0,0,-1,29,2,2,1,0,0,0,0,1
131767,27,9,0,0,37,2,2,1,0,0,0,0,1
131830,24,1.5,1.5,1,28,3,3,1,0,0,0,0,1
131861,20,2,2.828427,1.4142135,27,4,6,1.5,1,0.25,11040,2760,1
131898,6,41,0,0,47,2,2,1,0,0,0,0,1
132873,0,1.7058823,4.908153,2.8771932,39,18,27,1.5,0,0,0,0,0
132919,30,2.5,1.5,0.6,36,3,3,1,0,0,0,0,1
133006,28,58,0,0,86,2,2,1,0,0,0,0,1
133975,10,1.5,0.5,0.33333334,14,3,3,1,0,0,0,0,1
134298,0,2,0,0,3,2,4,2,0,0,0,0,1
134736,22,66,0,0,88,2,13,6.5,0,0,0,0,1
134773,11,75,0,0,86,2,2,1,0,0,0,0,1
135156,18,27,6,0.22222222,73,3,3,1,0,0,0,0,1
135320,7,85,0,0,92,2,2,1,0,0,0,0,0
135387,16,0,0,-1,16,2,3,1.5,0,0,0,0,1
135785,11,0,0,-1,11,2,2,1,0,0,0,0,1
136013,31,2,0,0,33,2,2,1,0,0,0,0,1
136362,11,0.75,0.8291562,1.1055416,16,5,7,1.4,0,0,0,0,1
136416,11,0,0,-1,11,2,2,1,0,0,0,0,1
136995,6,0,0,-1,7,2,2,1,0,0,0,0,1
137389,21,10,0,0,31,2,2,1,0,0,0,0,1
137657,17,5,0,0,23,2,2,1,0,0,0,0,1
137843,15,9,0,0,24,2,6,3,0,0,0,0,1
137848,30,0,0,-1,31,3,3,1,0,0,0,0,1
137944,14,0,0,-1,14,2,3,1.5,0,0,0,0,0
138688,14,2,0,0,17,2,2,1,0,0,0,0,1
139120,22,0,0,-1,22,2,2,1,0,0,0,0,1
139358,3,26.333334,28.05154,1.0652484,84,4,5,1.25,0,0,0,0,1
139363,27,11.2,14.11949,1.2606688,84,6,9,1.5,0,0,0,0,1
139441,5,0,0,-1,5,2,2,1,0,0,0,0,1
139565,12,20,0,0,33,2,2,1,0,0,0,0,1
140621,14,5,0,0,19,2,2,1,0,0,0,0,1
140903,9,71,0,0,81,2,2,1,0,0,0,0,1
141903,25,0.6,1.2,2,30,6,15,2.5,0,0,0,0,1
142107,23,12,0,0,35,2,5,2.5,0,0,0,0,1
142477,2,0,0,-1,2,2,3,1.5,0,0,0,0,1
142538,6,0,0,-1,6,2,4,2,0,0,0,0,1
142648,5,8,0,0,13,2,4,2,0,0,0,0,0
142755,27,4,0,0,31,2,2,1,0,0,0,0,1
142999,5,34,0,0,39,2,2,1,0,0,0,0,1
143180,5,7,0,0,19,3,3,1,0,0,0,0,1
143406,19,0.47368422,1.0447071,2.2054925,33,20,47,2.35,0,0,0,0,1
144034,19,0,0,-1,19,2,4,2,0,0,0,0,1
144347,11,0,0,-1,11,2,2,1,0,0,0,0,1
144664,20,25,0,0,46,2,2,1,0,0,0,0,1
144765,25,0,0,-1,25,2,3,1.5,0,0,0,0,1
145056,28,0,0,-1,28,2,2,1,0,0,0,0,1
145262,14,5.5,4.5,0.8181818,26,3,6,2,0,0,0,0,1
145878,10,1,0,0,12,2,2,1,0,0,0,0,0
146231,30,40,0,0,70,2,2,1,0,0,0,0,1
146232,6,0,0,-1,7,3,3,1,0,0,0,0,1
146945,14,3,0,0,21,3,4,1.3333334,0,0,0,0,1
147092,20,0,0,-1,21,2,3,1.5,0,0,0,0,1
147149,11,9.666667,8.178563,0.8460582,42,4,7,1.75,0,0,0,0,1
147737,1,0,0,-1,1,2,2,1,0,0,0,0,1
147885,7,0,0,-1,7,2,2,1,0,0,0,0,1
147886,21,3,0,0,24,2,3,1.5,0,0,0,0,1
147939,6,1,0,0,7,2,2,1,0,0,0,0,1
148458,28,20,20,1,69,3,3,1,0,0,0,0,1
148499,31,4,0,0,35,2,3,1.5,0,0,0,0,1
149305,3,15.4,21.71267,1.4099135,82,6,40,6.6666665,0,0,0,0,1
149455,12,42,22,0.52380955,98,3,4,1.3333334,0,0,0,0,1
149480,30,8.285714,11.272143,1.3604312,92,8,20,2.5,0,0,0,0,1
149974,20,4,0,0,24,2,2,1,0,0,0,0,1
150237,23,8.5,8.5,1,41,3,3,1,0,0,0,0,0
150300,5,57,0,0,63,2,4,2,0,0,0,0,1
150323,5,0,0,-1,5,2,4,2,0,0,0,0,1
150437,16,18,0,0,34,2,4,2,0,0,0,0,1
150550,25,45,0,0,70,2,2,1,0,0,0,0,1
150651,8,9.444445,11.596083,1.2278205,97,10,57,5.7,8,0.8,149760,14976,0
150687,11,27,25,0.9259259,66,3,7,2.3333333,0,0,0,0,1
151075,6,49,0,0,55,2,3,1.5,0,0,0,0,1
151195,18,9,0,0,27,2,2,1,0,0,0,0,1
151213,3,2.6666667,3.091206,1.1592023,12,4,4,1,0,0,0,0,1
151606,16,4,0,0,20,2,4,2,0,0,0,0,1
151657,7,6,0,0,13,2,5,2.5,0,0,0,0,1
151769,5,19.75,15.658464,0.7928336,86,5,6,1.2,0,0,0,0,1
151844,2,33,18,0.54545456,70,3,14,4.6666665,0,0,0,0,1
151846,0,27.5,16.5,0.6,56,3,3,1,0,0,0,0,1
151953,5,1,0,0,7,2,2,1,0,0,0,0,0
151993,0,0,0,-1,0,2,10,5,0,0,0,0,1
152967,18,0,0,-1,19,3,3,1,0,0,0,0,1
153116,21,1,0,0,23,2,2,1,0,0,0,0,1
153208,13,0,0,-1,13,11,21,1.9090909,0,0,0,0,1
153551,31,6,0,0,38,2,4,2,0,0,0,0,1
153662,12,14,0,0,27,2,13,6.5,0,0,0,0,1
153692,31,21,0,0,52,2,2,1,0,0,0,0,1
154483,11,3,0,0,15,2,3,1.5,0,0,0,0,1
154490,7,21,0,0,29,2,3,1.5,0,0,0,0,1
154980,26,0,0,-1,27,4,6,1.5,0,0,0,0,1
155079,11,0,0,-1,11,2,2,1,0,0,0,0,1
155437,3,75,0,0,79,2,4,2,0,0,0,0,1
155866,4,4.5,4.645787,1.032397,94,19,21,1.1052631,0,0,0,0,0
156425,28,0,0,-1,28,2,2,1,0,0,0,0,1
156465,17,0,0,-1,17,2,2,1,0,0,0,0,1
156852,22,10,0,0,33,2,2,1,0,0,0,0,1
157052,22,0,0,-1,22,2,3,1.5,0,0,0,0,1
157263,27,8,0,0,35,2,3,1.5,0,0,0,0,1
157734,24,0,0,-1,24,3,3,1,0,0,0,0,1
157769,25,0,0,-1,25,2,4,2,0,0,0,0,1
157918,20,0,0,-1,20,2,3,1.5,0,0,0,0,1
158119,11,85,0,0,96,2,2,1,0,0,0,0,1
158133,20,0,0,-1,20,2,4,2,0,0,0,0,1
158137,8,8,6,0.75,24,3,3,1,0,0,0,0,1
158461,0,4,0,0,5,2,2,1,0,0,0,0,1
159015,1,9,0,0,10,2,4,2,0,0,0,0,1
159218,5,42.5,12.5,0.29411766,91,3,7,2.3333333,0,0,0,0,0
159389,6,1,0,0,7,2,2,1,0,0,0,0,1
159656,20,36,0,0,56,2,2,1,0,0,0,0,1
160085,18,11.333333,5.436502,0.47969136,53,4,5,1.25,0,0,0,0,1
160092,16,17.666666,23.570227,1.3341638,71,4,14,3.5,0,0,0,0,1
160189,27,3.5,3.5,1,36,3,3,1,0,0,0,0,1
160523,14,40,2,0.05,95,3,4,1.3333334,0,0,0,0,1
161610,21,24.5,24.5,1,70,3,4,1.3333334,0,0,0,0,1
161871,28,0,0,-1,28,2,10,5,0,0,0,0,1
161942,20,6,5,0.8333333,33,3,4,1.3333334,0,0,0,0,0
162310,18,0,0,-1,18,2,2,1,0,0,0,0,1
162465,1,1.0833334,2.4986107,2.3064098,16,13,20,1.5384616,0,0,0,0,1
162697,22,22,0,0,45,2,2,1,0,0,0,0,1
162937,21,0,0,-1,22,3,5,1.6666666,0,0,0,0,1
163036,15,0,0,-1,15,2,10,5,0,0,0,0,1
163115,21,8.5,8.5,1,39,3,4,1.3333334,0,0,0,0,1
163189,13,4.714286,6.4964666,1.3780384,50,8,10,1.25,0,0,0,0,1
163344,7,2.6153846,2.9230769,1.117647,87,27,27,1,0,0,0,0,0
163345,0,0,0,-1,0,2,4,2,0,0,0,0,1
163611,5,5,5.0990195,1.0198039,21,4,5,1.25,0,0,0,0,0
163684,28,16,15,0.9375,60,3,4,1.3333334,0,0,0,0,1
163907,17,0,0,-1,17,2,3,1.5,0,0,0,0,1
164195,24,3.3333333,4.714045,1.4142135,35,4,6,1.5,0,0,0,0,1
164289,12,5,0,0,17,2,2,1,0,0,0,0,1
164706,7,5.3333335,6.871843,1.2884705,41,7,7,1,0,0,0,0,1
164779,17,1,0,0,18,2,2,1,0,0,0,0,1
164996,27,10.2,8.997778,0.88213503,81,6,8,1.3333334,0,0,0,0,1
165162,7,2,0,0,10,2,5,2.5,0,0,0,0,0
165282,28,55,0,0,83,2,2,1,0,0,0,0,1
165296,7,37,37,1,82,3,3,1,0,0,0,0,1
165581,20,1,0,0,21,2,2,1,0,0,0,0,1
166019,15,27.333334,33.826355,1.2375495,97,4,6,1.5,0,0,0,0,1
166175,11,6,2,0.33333334,24,3,4,1.3333334,0,0,0,0,1
166374,10,0,0,-1,10,2,2,1,0,0,0,0,1
166505,24,1,1.4142135,1.4142135,27,4,4,1,0,0,0,0,1
166979,4,21,1,0.04761905,47,3,3,1,0,0,0,0,1
167043,9,16.5,16.5,1,42,3,3,1,0,0,0,0,1
167375,7,53,0,0,61,2,7,3.5,0,0,0,0,1
167670,17,9,0,0,26,2,2,1,0,0,0,0,1
167672,6,54,0,0,61,2,3,1.5,0,0,0,0,1
167845,24,25.5,25.5,1,76,3,8,2.6666667,0,0,0,0,1
168161,8,30,0,0,39,2,3,1.5,0,0,0,0,1
168251,28,2.5,3.2787192,1.3114877,50,9,53,5.888889,0,0,0,0,1
168318,2,6,0,0,9,2,2,1,0,0,0,0,0
168346,23,0,0,-1,24,2,7,3.5,0,0,0,0,1
168366,22,0,0,-1,22,3,4,1.3333334,0,0,0,0,1
169182,6,7,0,0,14,2,2,1,0,0,0,0,1
169710,22,0,0,-1,22,5,16,3.2,0,0,0,0,1
169756,5,44,0,0,49,2,3,1.5,0,0,0,0,1
170211,22,0,0,-1,23,3,3,1,0,0,0,0,1
170222,5,3,3,1,18,5,6,1.2,0,0,0,0,0
170228,10,11,0,0,22,2,2,1,0,0,0,0,1
170264,8,9,0,0,17,2,2,1,0,0,0,0,1
170268,3,16,16.896746,1.0560466,68,5,5,1,0,0,0,0,0
170409,22,0,0,-1,23,2,3,1.5,0,0,0,0,1
170469,21,0,0,-1,21,2,2,1,0,0,0,0,1
170635,8,22,0,0,30,2,2,1,0,0,0,0,1
170968,26,13,6.9641943,0.53570724,80,5,5,1,0,0,0,0,0
171475,13,0,0,-1,13,2,2,1,0,0,0,0,0
171709,2,25,0,0,28,2,2,1,0,0,0,0,1
171980,30,0.6666667,0.94280905,1.4142135,33,4,8,2,0,0,0,0,1
172001,17,5.7,7.5239615,1.3199933,80,11,15,1.3636364,0,0,0,0,0
172008,25,0.33333334,0.47140452,1.4142135,26,4,11,2.75,0,0,0,0,1
172303,24,33,13,0.3939394,91,3,3,1,0,0,0,0,0
172599,10,22,0,0,32,2,2,1,0,0,0,0,1
172616,26,35,11,0.31428573,97,3,3,1,0,0,0,0,1
173073,22,5.3333335,3.681787,0.69033504,39,4,5,1.25,0,0,0,0,1
173497,2,0,0,-1,3,2,14,7,0,0,0,0,0
173522,0,8.333333,5.7927155,0.6951259,26,4,8,2,0,0,0,0,1
173635,25,3,2,0.6666667,33,3,3,1,0,0,0,0,1
173667,0,0,0,-1,0,2,2,1,0,0,0,0,1
173863,0,0.10606061,0.5259562,4.959016,16,67,199,2.9701493,10,0.14925373,1068600,15949.254,0
174089,23,2,0,0,26,2,3,1.5,0,0,0,0,1
175327,24,0,0,-1,24,2,2,1,0,0,0,0,1
175606,1,10,10.677078,1.0677078,53,6,24,4,0,0,0,0,0
175660,27,3,0,0,30,2,2,1,0,0,0,0,1
175874,28,3,5.8309517,1.9436506,55,9,49,5.4444447,0,0,0,0,1
175890,1,22.25,22.083649,0.9925235,91,5,8,1.6,0,0,0,0,0
176070,31,1,0,0,33,2,2,1,0,0,0,0,1
176418,20,0,0,-1,20,2,2,1,0,0,0,0,1
176694,0,6,0,0,7,2,4,2,0,0,0,0,0
176757,15,0.5,0.5,1,17,3,3,1,0,0,0,0,1
176871,8,8,8.524474,1.0655593,33,4,7,1.75,0,0,0,0,1
177067,26,6.181818,18.920013,3.0605905,99,12,13,1.0833334,0,0,0,0,1
177480,26,0,0,-1,26,2,2,1,0,0,0,0,1
177735,12,18,1,0.055555556,49,3,13,4.3333335,0,0,0,0,1
177753,29,0.2,0.4,2,33,6,7,1.1666666,0,0,0,0,1
177879,20,20,0,0,41,2,2,1,0,0,0,0,1
178535,0,12,12,1,25,3,12,4,0,0,0,0,1
178727,22,61,0,0,83,2,2,1,0,0,0,0,1
178911,2,4.75,5.9739017,1.2576635,23,5,9,1.8,0,0,0,0,1
179000,14,53,0,0,68,2,4,2,0,0,0,0,1
180312,11,0,0,-1,11,2,2,1,0,0,0,0,1
180658,5,20,18.832596,0.94162977,67,4,7,1.75,0,0,0,0,1
181261,13,35,35,1,84,3,3,1,0,0,0,0,1
181825,12,0,0,-1,12,2,2,1,0,0,0,0,1
182625,28,0,0,-1,28,2,2,1,0,0,0,0,1
182739,30,1.3333334,1.8856181,1.4142135,34,4,4,1,0,0,0,0,1
182918,13,2,0,0,16,2,2,1,0,0,0,0,1
183110,0,2.2,2.8565714,1.2984415,12,6,8,1.3333334,0,0,0,0,1
183225,6,1,0,0,8,2,8,4,0,0,0,0,1
183245,23,0,0,-1,23,2,3,1.5,0,0,0,0,1
183832,1,14,0,0,15,2,2,1,0,0,0,0,1
184187,10,28.333334,35.140987,1.2402701,96,4,5,1.25,0,0,0,0,1
184300,20,18,0,0,38,2,2,1,0,0,0,0,1
185036,5,0,0,-1,5,2,2,1,0,0,0,0,0
185326,6,0.5,0.5,1,8,3,6,2,0,0,0,0,1
185496,9,43,0,0,53,2,3,1.5,0,0,0,0,1
185590,22,55,0,0,78,2,2,1,0,0,0,0,1
185779,24,0.75,0.8291562,1.1055416,29,5,18,3.6,0,0,0,0,1
186539,20,0,0,-1,20,2,4,2,0,0,0,0,1
186590,31,27,0,0,59,2,4,2,0,0,0,0,1
186615,4,0,0,-1,4,2,2,1,0,0,0,0,1
186837,23,3,1,0.33333334,30,3,3,1,0,0,0,0,1
187066,10,0,0,-1,10,2,2,1,0,0,0,0,1
187196,4,0,0,-1,4,3,5,1.6666666,1,0.33333334,133800,44600,1
187253,24,7,0,0,32,2,2,1,0,0,0,0,1
187519,28,33,0,0,62,2,2,1,0,0,0,0,1
187689,24,0,0,-1,24,2,2,1,0,0,0,0,1
187928,27,68,0,0,96,2,4,2,0,0,0,0,1
188206,12,16,0,0,28,2,2,1,0,0,0,0,1
188256,27,67,0,0,95,2,2,1,0,0,0,0,1
188417,30,13.5,13.5,1,58,3,3,1,0,0,0,0,1
188495,31,9,0,0,40,2,2,1,0,0,0,0,1
188684,22,0.44444445,0.83147943,1.8708287,28,10,32,3.2,0,0,0,0,1
188878,12,0,0,-1,12,2,2,1,0,0,0,0,1
189473,20,0.16666667,0.5,3,27,19,114,6,1,0.05263158,203880,10730.526,1
189630,19,0,0,-1,20,2,3,1.5,0,0,0,0,1
189872,25,1,0,0,26,2,2,1,0,0,0,0,1
189996,25,0,0,-1,25,3,3,1,0,0,0,0,1
190349,25,0,0,-1,27,10,11,1.1,0,0,0,0,1
191091,18,0,0,-1,18,2,8,4,0,0,0,0,1
191490,3,12.25,3.8971143,0.31813177,53,5,8,1.6,0,0,0,0,1
191814,17,0,0,-1,17,2,2,1,0,0,0,0,1
192067,1,13,16.990192,1.3069379,41,4,5,1.25,0,0,0,0,0
192143,18,14.333333,15.369522,1.0722922,63,4,4,1,0,0,0,0,1
192344,12,33,0,0,46,2,2,1,0,0,0,0,1
192921,7,3,0,0,11,2,2,1,0,0,0,0,1
